project_name,lang,build_command,github_url,rep,arm,duration_sec
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,3,clean,28.971
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,3,ebpf,31.814
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,4,clean,29.017
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,4,ebpf,31.382
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,5,clean,28.959
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,5,ebpf,31.853
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,6,clean,29.259
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,6,ebpf,31.614
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,7,clean,29.191
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,7,ebpf,31.331
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,8,clean,29.590
ContainerSSH,go,go build,https://github.com/containerssh/containerssh,8,ebpf,31.587
contour,go,make build,https://github.com/projectcontour/contour,1,clean,42.340
contour,go,make build,https://github.com/projectcontour/contour,1,ebpf,44.145
contour,go,make build,https://github.com/projectcontour/contour,2,clean,40.686
contour,go,make build,https://github.com/projectcontour/contour,2,ebpf,44.438
contour,go,make build,https://github.com/projectcontour/contour,3,clean,40.701
contour,go,make build,https://github.com/projectcontour/contour,3,ebpf,43.626
contour,go,make build,https://github.com/projectcontour/contour,4,clean,40.382
contour,go,make build,https://github.com/projectcontour/contour,4,ebpf,44.512
contour,go,make build,https://github.com/projectcontour/contour,5,clean,41.668
contour,go,make build,https://github.com/projectcontour/contour,5,ebpf,44.726
contour,go,make build,https://github.com/projectcontour/contour,6,clean,39.945
contour,go,make build,https://github.com/projectcontour/contour,6,ebpf,45.203
contour,go,make build,https://github.com/projectcontour/contour,7,clean,40.788
contour,go,make build,https://github.com/projectcontour/contour,7,ebpf,44.506
contour,go,make build,https://github.com/projectcontour/contour,8,clean,40.217
contour,go,make build,https://github.com/projectcontour/contour,8,ebpf,44.923
copacetic,go,make build,https://github.com/project-copacetic/copacetic,1,clean,22.144
copacetic,go,make build,https://github.com/project-copacetic/copacetic,1,ebpf,23.265
copacetic,go,make build,https://github.com/project-copacetic/copacetic,2,clean,22.143
copacetic,go,make build,https://github.com/project-copacetic/copacetic,2,ebpf,23.508
copacetic,go,make build,https://github.com/project-copacetic/copacetic,3,clean,21.876
copacetic,go,make build,https://github.com/project-copacetic/copacetic,3,ebpf,23.218
copacetic,go,make build,https://github.com/project-copacetic/copacetic,4,clean,21.771
copacetic,go,make build,https://github.com/project-copacetic/copacetic,4,ebpf,23.653
copacetic,go,make build,https://github.com/project-copacetic/copacetic,5,clean,21.790
copacetic,go,make build,https://github.com/project-copacetic/copacetic,5,ebpf,23.430
copacetic,go,make build,https://github.com/project-copacetic/copacetic,6,clean,21.340
copacetic,go,make build,https://github.com/project-copacetic/copacetic,6,ebpf,23.769
copacetic,go,make build,https://github.com/project-copacetic/copacetic,7,clean,22.045
copacetic,go,make build,https://github.com/project-copacetic/copacetic,7,ebpf,23.211
copacetic,go,make build,https://github.com/project-copacetic/copacetic,8,clean,22.132
copacetic,go,make build,https://github.com/project-copacetic/copacetic,8,ebpf,23.884
CoreDNS,go,make,https://github.com/coredns/coredns,1,clean,45.594
CoreDNS,go,make,https://github.com/coredns/coredns,1,ebpf,50.184
CoreDNS,go,make,https://github.com/coredns/coredns,2,clean,44.685
CoreDNS,go,make,https://github.com/coredns/coredns,2,ebpf,50.171
CoreDNS,go,make,https://github.com/coredns/coredns,3,clean,45.068
CoreDNS,go,make,https://github.com/coredns/coredns,3,ebpf,49.705
CoreDNS,go,make,https://github.com/coredns/coredns,4,clean,44.481
CoreDNS,go,make,https://github.com/coredns/coredns,4,ebpf,50.429
CoreDNS,go,make,https://github.com/coredns/coredns,5,clean,44.699
CoreDNS,go,make,https://github.com/coredns/coredns,5,ebpf,51.240
CoreDNS,go,make,https://github.com/coredns/coredns,6,clean,45.709
CoreDNS,go,make,https://github.com/coredns/coredns,6,ebpf,53.607
CoreDNS,go,make,https://github.com/coredns/coredns,7,clean,43.657
CoreDNS,go,make,https://github.com/coredns/coredns,7,ebpf,51.461
CoreDNS,go,make,https://github.com/coredns/coredns,8,clean,44.005
CoreDNS,go,make,https://github.com/coredns/coredns,8,ebpf,51.162
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,1,clean,194.248
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,1,ebpf,210.736
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,2,clean,192.459
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,2,ebpf,208.566
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,3,clean,193.406
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,3,ebpf,208.621
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,4,clean,194.242
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,4,ebpf,208.887
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,5,clean,192.040
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,5,ebpf,209.178
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,6,clean,190.827
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,6,ebpf,213.602
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,7,clean,191.351
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,7,ebpf,207.653
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,8,clean,193.370
Cortex,go,make BUILD_IN_CONTAINER=false dist,https://github.com/cortexproject/cortex,8,ebpf,207.920
cri-o,go,make binaries,https://github.com/cri-o/cri-o,1,clean,60.163
cri-o,go,make binaries,https://github.com/cri-o/cri-o,1,ebpf,63.893
cri-o,go,make binaries,https://github.com/cri-o/cri-o,2,clean,59.608
cri-o,go,make binaries,https://github.com/cri-o/cri-o,2,ebpf,64.431
cri-o,go,make binaries,https://github.com/cri-o/cri-o,3,clean,59.980
cri-o,go,make binaries,https://github.com/cri-o/cri-o,3,ebpf,63.883
cri-o,go,make binaries,https://github.com/cri-o/cri-o,4,clean,60.273
cri-o,go,make binaries,https://github.com/cri-o/cri-o,4,ebpf,64.722
cri-o,go,make binaries,https://github.com/cri-o/cri-o,5,clean,60.208
cri-o,go,make binaries,https://github.com/cri-o/cri-o,5,ebpf,64.626
cri-o,go,make binaries,https://github.com/cri-o/cri-o,6,clean,60.181
cri-o,go,make binaries,https://github.com/cri-o/cri-o,6,ebpf,67.178
cri-o,go,make binaries,https://github.com/cri-o/cri-o,7,clean,59.750
cri-o,go,make binaries,https://github.com/cri-o/cri-o,7,ebpf,64.461
cri-o,go,make binaries,https://github.com/cri-o/cri-o,8,clean,60.148
cri-o,go,make binaries,https://github.com/cri-o/cri-o,8,ebpf,65.689
cubefs,go,make all,https://github.com/cubeFS/cubefs,1,clean,211.200
cubefs,go,make all,https://github.com/cubeFS/cubefs,1,ebpf,219.060
cubefs,go,make all,https://github.com/cubeFS/cubefs,2,clean,210.646
cubefs,go,make all,https://github.com/cubeFS/cubefs,2,ebpf,220.849
cubefs,go,make all,https://github.com/cubeFS/cubefs,3,clean,209.892
cubefs,go,make all,https://github.com/cubeFS/cubefs,3,ebpf,218.463
cubefs,go,make all,https://github.com/cubeFS/cubefs,4,clean,208.161
cubefs,go,make all,https://github.com/cubeFS/cubefs,4,ebpf,219.151
cubefs,go,make all,https://github.com/cubeFS/cubefs,5,clean,210.508
cubefs,go,make all,https://github.com/cubeFS/cubefs,5,ebpf,216.231
cubefs,go,make all,https://github.com/cubeFS/cubefs,6,clean,208.029
cubefs,go,make all,https://github.com/cubeFS/cubefs,6,ebpf,216.179
cubefs,go,make all,https://github.com/cubeFS/cubefs,7,clean,209.741
cubefs,go,make all,https://github.com/cubeFS/cubefs,7,ebpf,216.055
cubefs,go,make all,https://github.com/cubeFS/cubefs,8,clean,208.387
cubefs,go,make all,https://github.com/cubeFS/cubefs,8,ebpf,216.808
Dex,go,make build,https://github.com/dexidp/dex,1,clean,51.070
Dex,go,make build,https://github.com/dexidp/dex,1,ebpf,53.163
Dex,go,make build,https://github.com/dexidp/dex,2,clean,50.617
Dex,go,make build,https://github.com/dexidp/dex,2,ebpf,52.936
Dex,go,make build,https://github.com/dexidp/dex,3,clean,51.366
Dex,go,make build,https://github.com/dexidp/dex,3,ebpf,52.854
Dex,go,make build,https://github.com/dexidp/dex,4,clean,50.662
Dex,go,make build,https://github.com/dexidp/dex,4,ebpf,53.062
Dex,go,make build,https://github.com/dexidp/dex,5,clean,51.320
Dex,go,make build,https://github.com/dexidp/dex,5,ebpf,53.275
Dex,go,make build,https://github.com/dexidp/dex,6,clean,51.082
Dex,go,make build,https://github.com/dexidp/dex,6,ebpf,53.576
Dex,go,make build,https://github.com/dexidp/dex,7,clean,51.451
Dex,go,make build,https://github.com/dexidp/dex,7,ebpf,53.320
Dex,go,make build,https://github.com/dexidp/dex,8,clean,51.096
Dex,go,make build,https://github.com/dexidp/dex,8,ebpf,53.638
Distribution,go,make binaries,https://github.com/distribution/distribution,1,clean,26.511
Distribution,go,make binaries,https://github.com/distribution/distribution,1,ebpf,28.039
Distribution,go,make binaries,https://github.com/distribution/distribution,2,clean,26.116
Distribution,go,make binaries,https://github.com/distribution/distribution,2,ebpf,29.103
Distribution,go,make binaries,https://github.com/distribution/distribution,3,clean,25.970
Distribution,go,make binaries,https://github.com/distribution/distribution,3,ebpf,28.215
Distribution,go,make binaries,https://github.com/distribution/distribution,4,clean,26.068
Distribution,go,make binaries,https://github.com/distribution/distribution,4,ebpf,29.894
Distribution,go,make binaries,https://github.com/distribution/distribution,5,clean,26.152
Distribution,go,make binaries,https://github.com/distribution/distribution,5,ebpf,28.816
Distribution,go,make binaries,https://github.com/distribution/distribution,6,clean,26.087
Distribution,go,make binaries,https://github.com/distribution/distribution,6,ebpf,29.684
Distribution,go,make binaries,https://github.com/distribution/distribution,7,clean,25.709
Distribution,go,make binaries,https://github.com/distribution/distribution,7,ebpf,29.297
Distribution,go,make binaries,https://github.com/distribution/distribution,8,clean,26.025
Distribution,go,make binaries,https://github.com/distribution/distribution,8,ebpf,29.629
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,1,clean,41.185
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,1,ebpf,44.667
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,2,clean,41.116
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,2,ebpf,44.078
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,3,clean,40.838
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,3,ebpf,43.979
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,4,clean,41.143
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,4,ebpf,44.156
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,5,clean,40.514
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,5,ebpf,43.964
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,6,clean,40.391
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,6,ebpf,44.220
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,7,clean,40.750
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,7,ebpf,43.945
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,8,clean,41.089
dragonfly,go,make build-manager-server,https://github.com/dragonflyoss/dragonfly,8,ebpf,44.931
Easegress,go,make build,https://github.com/easegress-io/easegress,1,clean,65.503
Easegress,go,make build,https://github.com/easegress-io/easegress,1,ebpf,71.536
Easegress,go,make build,https://github.com/easegress-io/easegress,2,clean,64.927
Easegress,go,make build,https://github.com/easegress-io/easegress,2,ebpf,71.604
Easegress,go,make build,https://github.com/easegress-io/easegress,3,clean,65.171
Easegress,go,make build,https://github.com/easegress-io/easegress,3,ebpf,71.814
Easegress,go,make build,https://github.com/easegress-io/easegress,4,clean,65.083
Easegress,go,make build,https://github.com/easegress-io/easegress,4,ebpf,72.394
Easegress,go,make build,https://github.com/easegress-io/easegress,5,clean,64.371
Easegress,go,make build,https://github.com/easegress-io/easegress,5,ebpf,71.380
Easegress,go,make build,https://github.com/easegress-io/easegress,6,clean,65.419
Easegress,go,make build,https://github.com/easegress-io/easegress,6,ebpf,71.564
Easegress,go,make build,https://github.com/easegress-io/easegress,7,clean,64.779
Easegress,go,make build,https://github.com/easegress-io/easegress,7,ebpf,71.475
Easegress,go,make build,https://github.com/easegress-io/easegress,8,clean,65.259
Easegress,go,make build,https://github.com/easegress-io/easegress,8,ebpf,72.122
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,1,clean,41.449
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,1,ebpf,44.842
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,2,clean,41.326
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,2,ebpf,45.282
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,3,clean,41.110
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,3,ebpf,45.099
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,4,clean,40.868
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,4,ebpf,44.619
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,5,clean,40.791
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,5,ebpf,44.677
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,6,clean,40.520
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,6,ebpf,45.829
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,7,clean,41.190
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,7,ebpf,44.818
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,8,clean,40.936
emissary,go,go build -o ./bin/ ./cmd/...,https://github.com/emissary-ingress/emissary,8,ebpf,45.550
Eraser,go,make build,https://github.com/eraser-dev/eraser,1,clean,54.311
Eraser,go,make build,https://github.com/eraser-dev/eraser,1,ebpf,54.632
Eraser,go,make build,https://github.com/eraser-dev/eraser,2,clean,51.581
Eraser,go,make build,https://github.com/eraser-dev/eraser,2,ebpf,57.210
Eraser,go,make build,https://github.com/eraser-dev/eraser,3,clean,53.633
Eraser,go,make build,https://github.com/eraser-dev/eraser,3,ebpf,54.659
Eraser,go,make build,https://github.com/eraser-dev/eraser,4,clean,50.634
Eraser,go,make build,https://github.com/eraser-dev/eraser,4,ebpf,56.486
Eraser,go,make build,https://github.com/eraser-dev/eraser,5,clean,53.126
Eraser,go,make build,https://github.com/eraser-dev/eraser,5,ebpf,55.231
Eraser,go,make build,https://github.com/eraser-dev/eraser,6,clean,50.726
Eraser,go,make build,https://github.com/eraser-dev/eraser,6,ebpf,56.183
Eraser,go,make build,https://github.com/eraser-dev/eraser,7,clean,53.453
Eraser,go,make build,https://github.com/eraser-dev/eraser,7,ebpf,54.475
Eraser,go,make build,https://github.com/eraser-dev/eraser,8,clean,51.622
Eraser,go,make build,https://github.com/eraser-dev/eraser,8,ebpf,56.944
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,1,clean,111.768
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,1,ebpf,121.107
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,2,clean,107.209
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,2,ebpf,118.978
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,3,clean,109.697
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,3,ebpf,116.407
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,4,clean,107.825
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,4,ebpf,119.846
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,5,clean,111.445
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,5,ebpf,123.103
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,6,clean,107.351
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,6,ebpf,119.862
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,7,clean,108.224
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,7,ebpf,118.304
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,8,clean,107.002
external-secrets,go,make build-amd64,https://github.com/external-secrets/external-secrets,8,ebpf,119.167
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,1,clean,388.417
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,1,ebpf,372.892
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,2,clean,381.141
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,2,ebpf,375.941
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,3,clean,382.703
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,3,ebpf,373.726
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,4,clean,379.501
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,4,ebpf,376.709
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,5,clean,385.130
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,5,ebpf,372.952
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,6,clean,375.864
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,6,ebpf,374.152
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,7,clean,379.274
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,7,ebpf,368.789
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,8,clean,379.404
Fluid,go,make build,https://github.com/fluid-cloudnative/fluid,8,ebpf,378.172
flux2,go,make build,https://github.com/fluxcd/flux2,1,clean,51.997
flux2,go,make build,https://github.com/fluxcd/flux2,1,ebpf,55.496
flux2,go,make build,https://github.com/fluxcd/flux2,2,clean,50.130
flux2,go,make build,https://github.com/fluxcd/flux2,2,ebpf,54.685
flux2,go,make build,https://github.com/fluxcd/flux2,3,clean,51.461
flux2,go,make build,https://github.com/fluxcd/flux2,3,ebpf,53.207
flux2,go,make build,https://github.com/fluxcd/flux2,4,clean,49.971
flux2,go,make build,https://github.com/fluxcd/flux2,4,ebpf,54.509
flux2,go,make build,https://github.com/fluxcd/flux2,5,clean,51.514
flux2,go,make build,https://github.com/fluxcd/flux2,5,ebpf,53.070
flux2,go,make build,https://github.com/fluxcd/flux2,6,clean,49.413
flux2,go,make build,https://github.com/fluxcd/flux2,6,ebpf,54.462
flux2,go,make build,https://github.com/fluxcd/flux2,7,clean,51.019
flux2,go,make build,https://github.com/fluxcd/flux2,7,ebpf,54.371
flux2,go,make build,https://github.com/fluxcd/flux2,8,clean,50.439
flux2,go,make build,https://github.com/fluxcd/flux2,8,ebpf,54.297
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,1,clean,53.316
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,1,ebpf,54.790
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,2,clean,51.789
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,2,ebpf,55.397
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,3,clean,51.938
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,3,ebpf,54.986
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,4,clean,51.536
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,4,ebpf,54.844
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,5,clean,51.970
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,5,ebpf,55.402
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,6,clean,51.986
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,6,ebpf,55.657
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,7,clean,51.212
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,7,ebpf,55.243
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,8,clean,51.394
HAMi,go,make build,https://github.com/Project-HAMi/HAMi,8,ebpf,55.255
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,1,clean,44.736
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,1,ebpf,49.328
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,2,clean,43.591
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,2,ebpf,49.568
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,3,clean,43.878
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,3,ebpf,49.302
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,4,clean,44.192
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,4,ebpf,50.171
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,5,clean,44.098
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,5,ebpf,50.212
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,6,clean,43.792
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,6,ebpf,48.954
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,7,clean,44.103
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,7,ebpf,50.140
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,8,clean,44.085
Headlamp,go,make backend,https://github.com/kubernetes-sigs/headlamp,8,ebpf,49.178
Higress,go,make build,https://github.com/higress-group/higress,1,clean,98.282
Higress,go,make build,https://github.com/higress-group/higress,1,ebpf,109.799
Higress,go,make build,https://github.com/higress-group/higress,2,clean,87.857
Higress,go,make build,https://github.com/higress-group/higress,2,ebpf,108.186
Higress,go,make build,https://github.com/higress-group/higress,3,clean,91.926
Higress,go,make build,https://github.com/higress-group/higress,3,ebpf,103.479
Higress,go,make build,https://github.com/higress-group/higress,4,clean,87.497
Higress,go,make build,https://github.com/higress-group/higress,4,ebpf,108.954
Higress,go,make build,https://github.com/higress-group/higress,5,clean,98.087
Higress,go,make build,https://github.com/higress-group/higress,5,ebpf,107.075
Higress,go,make build,https://github.com/higress-group/higress,6,clean,88.656
Higress,go,make build,https://github.com/higress-group/higress,6,ebpf,114.468
Higress,go,make build,https://github.com/higress-group/higress,7,clean,88.828
Higress,go,make build,https://github.com/higress-group/higress,7,ebpf,102.499
Higress,go,make build,https://github.com/higress-group/higress,8,clean,88.355
Higress,go,make build,https://github.com/higress-group/higress,8,ebpf,105.748
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,1,clean,291.000
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,1,ebpf,296.728
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,2,clean,284.521
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,2,ebpf,295.545
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,3,clean,284.381
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,3,ebpf,293.440
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,4,clean,284.726
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,4,ebpf,295.544
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,5,clean,284.623
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,5,ebpf,293.103
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,6,clean,282.107
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,6,ebpf,295.687
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,7,clean,282.674
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,7,ebpf,293.774
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,8,clean,287.620
HwameiStor,go,make compile,https://github.com/hwameistor/hwameistor,8,ebpf,302.206
in-toto,python,python -m build,https://github.com/in-toto/in-toto,1,clean,9.821
in-toto,python,python -m build,https://github.com/in-toto/in-toto,1,ebpf,10.856
in-toto,python,python -m build,https://github.com/in-toto/in-toto,2,clean,9.774
in-toto,python,python -m build,https://github.com/in-toto/in-toto,2,ebpf,10.975
in-toto,python,python -m build,https://github.com/in-toto/in-toto,3,clean,9.657
in-toto,python,python -m build,https://github.com/in-toto/in-toto,3,ebpf,10.795
in-toto,python,python -m build,https://github.com/in-toto/in-toto,4,clean,9.742
in-toto,python,python -m build,https://github.com/in-toto/in-toto,4,ebpf,10.986
in-toto,python,python -m build,https://github.com/in-toto/in-toto,5,clean,9.744
in-toto,python,python -m build,https://github.com/in-toto/in-toto,5,ebpf,10.779
in-toto,python,python -m build,https://github.com/in-toto/in-toto,6,clean,9.695
in-toto,python,python -m build,https://github.com/in-toto/in-toto,6,ebpf,10.814
in-toto,python,python -m build,https://github.com/in-toto/in-toto,7,clean,9.699
in-toto,python,python -m build,https://github.com/in-toto/in-toto,7,ebpf,10.760
in-toto,python,python -m build,https://github.com/in-toto/in-toto,8,clean,9.653
in-toto,python,python -m build,https://github.com/in-toto/in-toto,8,ebpf,10.745
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,1,clean,44.659
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,1,ebpf,48.050
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,2,clean,44.149
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,2,ebpf,49.577
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,3,clean,44.001
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,3,ebpf,48.432
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,4,clean,43.678
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,4,ebpf,47.992
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,5,clean,44.174
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,5,ebpf,48.872
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,6,clean,44.284
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,6,ebpf,48.112
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,7,clean,44.168
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,7,ebpf,48.374
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,8,clean,43.790
Inspektor Gadget,go,make ig,https://github.com/inspektor-gadget/inspektor-gadget,8,ebpf,48.437
Interlink,go,make all,https://github.com/interlink-hq/interLink,1,clean,41.653
Interlink,go,make all,https://github.com/interlink-hq/interLink,1,ebpf,44.996
Interlink,go,make all,https://github.com/interlink-hq/interLink,2,clean,41.404
